,action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
1175,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,,5,,,,,White,,,,,2,Female,0,2015,11.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000030788,2321,30,MT,Montana,60000.0,340,759.0,433.0,6.710000038146973,2249.0,,149.6300048828125
1176,3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2015,19.0,2,Not Hispanic or Latino,2,,,,,Asian,,,,,2,Female,13.0,Cascade County,1.0,,,Debt-to-income ratio,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,24500.0,Great Falls - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,1205252,30,MT,Montana,61600.0,138,2064.0,1849.0,7.179999828338622,5749.0,,125.38999938964844
1177,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,58.0,5,,,,,White,,,,,1,Male,0,2015,15.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000016191,2048,30,MT,Montana,66800.0,197,1899.0,1520.0,8.239999771118164,4440.0,,85.05000305175781
1178,1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,51.0,5,,,,,White,,,,,1,Male,0,2015,4.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000000887,1,30,MT,Montana,66800.0,104,992.0,560.0,16.760000228881836,3323.0,,90.26000213623048
1179,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,49.0,5,,,,,White,,,,,1,Male,0,2015,1.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,315,30,MT,Montana,60000.0,193,2755.0,1746.0,7.639999866485597,7355.0,,95.87999725341795
1180,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,65.0,5,,,,,White,,,,,1,Male,0,2015,15.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,63.0,Missoula County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,33540.0,Missoula - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,0000030788,2132,30,MT,Montana,69800.0,32,2482.0,2008.0,5.809999942779541,6539.0,5.82,112.8499984741211
1181,3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,,,,,White,,,,,2,Female,0,2015,9.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,49.0,Lewis and Clark County,1.0,,,Debt-to-income ratio,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,3,Not applicable,3,Not applicable,3,Multifamily dwelling,0,Loan was not originated or was not sold in calendar year covered by register,0000451965,1206473,30,MT,Montana,60000.0,370,1492.0,878.0,12.760000228881836,3895.0,,84.47000122070312
1182,5,File closed for incompleteness,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,110.0,5,,,,,White,,,,,1,Male,0,2015,18.01,2,Not Hispanic or Latino,2,,,,,Asian,,,,,2,Female,111.0,Yellowstone County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000112837,24155,30,MT,Montana,66800.0,356,1690.0,1536.0,6.0,5321.0,,206.72999572753903
1183,1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,28.0,5,,,,,White,,,,,2,Female,0,2015,10.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000000887,6,30,MT,Montana,66800.0,121,2153.0,1330.0,16.889999389648438,4772.0,,69.26000213623047
1184,6,Loan purchased by the institution,5,NCUA,National Credit Union Administration,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,2.02,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,63.0,Missoula County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,33540.0,Missoula - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),31-1690008,2196,30,MT,Montana,69800.0,314,3638.0,3083.0,8.310000419616701,10739.0,,107.05999755859376
1185,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,91.0,5,,,,,White,,,,,1,Male,0,2015,5.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,311077,30,MT,Montana,60000.0,543,2086.0,1685.0,3.0,4908.0,,160.77000427246094
1186,3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,31.0,5,,,,,White,,,,,1,Male,0,2015,12.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,49.0,Lewis and Clark County,1.0,,,Debt-to-income ratio,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,205639,30,MT,Montana,60000.0,144,2084.0,1707.0,8.100000381469728,4815.0,,139.46000671386722
1187,6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,64.0,5,,,,,White,,,,,2,Female,2,2015,21.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,13.0,Cascade County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,3,VA-guaranteed,24500.0,Great Falls - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),7505400005,86117,30,MT,Montana,61600.0,225,1097.0,925.0,15.239999771118164,4837.0,,98.75
1188,4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2015,101.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,13.0,Cascade County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,24500.0,Great Falls - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,75-2921540,50428,30,MT,Montana,61600.0,99,1723.0,1255.0,10.119999885559082,3746.0,,104.41000366210938
1189,3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,102.0,5,,,,,White,,,,,1,Male,0,2015,10.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,7.0,,,Credit application incomplete,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,45-3449011,5698,30,MT,Montana,60000.0,235,1730.0,1073.0,5.329999923706055,4294.0,,124.16999816894531
1190,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,80.0,5,,,,,White,,,,,1,Male,0,2015,4.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,53.0,Lincoln County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000030788,547,30,MT,Montana,60000.0,255,3184.0,2156.0,6.059999942779541,6221.0,2.04,84.7300033569336
1191,4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,179.0,5,,,,,White,,,,,1,Male,0,2015,1.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,89.0,Sanders County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,205757,30,MT,Montana,60000.0,258,1993.0,1295.0,6.630000114440918,3544.0,,85.01000213623047
1192,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,50.0,5,,,,,White,,,,,1,Male,0,2015,11.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,13.0,Cascade County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,24500.0,Great Falls - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),75-2921540,126957,30,MT,Montana,61600.0,116,1458.0,1151.0,12.109999656677244,4343.0,,90.4499969482422
1193,4,Application withdrawn by applicant,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,27.0,5,,,,,White,,,,,1,Male,0,2015,1.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,9.0,Carbon County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000887,16,30,MT,Montana,66800.0,87,1151.0,769.0,3.7799999713897705,2487.0,,90.6999969482422
1194,3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,535.0,5,,,,,White,,,,,1,Male,0,2015,3.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,29.0,Flathead County,4.0,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,163439,30,MT,Montana,60000.0,380,3074.0,1142.0,6.610000133514403,4369.0,,93.08000183105469
1195,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,64.0,5,,,,,White,,,,,1,Male,0,2015,12.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,49.0,Lewis and Clark County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0000030788,2831,30,MT,Montana,60000.0,177,2492.0,1952.0,8.90999984741211,6709.0,,117.52999877929688
1196,4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,0,2015,16.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,1207247,30,MT,Montana,60000.0,3700,1559.0,445.0,5.739999771118164,2195.0,,119.61000061035156
1197,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2015,11.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,49.0,Lewis and Clark County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),26-2049351,3807,30,MT,Montana,60000.0,219,1912.0,1181.0,6.920000076293945,5548.0,,148.39999389648438
1198,1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,46.0,5,,,,,White,,,,,1,Male,0,2015,10.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,0000000887,19,30,MT,Montana,66800.0,169,2153.0,1330.0,16.889999389648438,4772.0,,69.26000213623047
1199,4,Application withdrawn by applicant,3,FDIC,Federal Deposit Insurance Corporation,3,"Information not provided by applicant in mail, Internet, or telephone application",647.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2015,17.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,454,30,MT,Montana,60000.0,968,3747.0,2340.0,4.300000190734863,8115.0,,95.91000366210938
1200,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,92.0,5,,,,,White,,,,,1,Male,0,2015,9.01,2,Not Hispanic or Latino,4,5.0,,,,Native Hawaiian or Other Pacific Islander,White,,,,2,Female,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,75-2921540,156687,30,MT,Montana,66800.0,135,1186.0,948.0,15.920000076293945,3241.0,,87.04000091552734
1201,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,65.0,5,,,,,White,,,,,1,Male,0,2015,18.03,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),75-2921540,17875,30,MT,Montana,66800.0,135,742.0,652.0,7.710000038146973,2061.0,,106.86000061035156
1202,3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,60.0,5,,,,,White,,,,,2,Female,0,2015,13.02,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,63.0,Missoula County,3.0,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,33540.0,Missoula - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000011300,72,30,MT,Montana,69800.0,127,2248.0,1770.0,7.320000171661378,6241.0,,138.67999267578122
1203,4,Application withdrawn by applicant,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,84.0,5,,,,,White,,,,,1,Male,0,2015,7.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000887,37,30,MT,Montana,66800.0,180,2653.0,2057.0,10.760000228881836,7400.0,,91.69000244140624
1204,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,74.0,5,,,,,White,,,,,2,Female,0,2015,1.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,53.0,Lincoln County,,,,,,,,,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,1162470,30,MT,Montana,60000.0,40,1994.0,1309.0,5.099999904632568,3589.0,,63.93999862670898
1205,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2015,902.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,91.0,Sheridan County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020310,338,30,MT,Montana,60000.0,21,1270.0,866.0,5.3400001525878915,2378.0,,101.98999786376952
1206,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,23.0,5,,,,,White,,,,,1,Male,0,2015,106.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,13.0,Cascade County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,24500.0,Great Falls - MT,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,75-2921540,17912,30,MT,Montana,61600.0,241,2117.0,1258.0,3.640000104904175,3734.0,,97.25
1207,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,69.0,5,,,,,White,,,,,1,Male,0,2015,403.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,41.0,Hill County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000504713,94031,30,MT,Montana,60000.0,64,1738.0,830.0,26.10000038146973,3870.0,,58.13999938964844
1208,3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,91.0,5,,,,,White,,,,,1,Male,0,2015,18.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,111.0,Yellowstone County,1.0,,,Debt-to-income ratio,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,1,Preapproval was requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000000887,38,30,MT,Montana,66800.0,263,1690.0,1536.0,6.0,5321.0,,206.72999572753903
1209,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,31.0,5,,,,,White,,,,,2,Female,0,2015,9617.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,39.0,Granite County,3.0,1.0,9.0,Credit history,Debt-to-income ratio,Other,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,33-0941669,3741,30,MT,Montana,60000.0,198,2658.0,1116.0,3.609999895095825,3079.0,,88.19999694824219
1210,1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,66.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2015,5.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,2,Home improvement,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000021751,135,30,MT,Montana,60000.0,23,2086.0,1685.0,3.0,4908.0,,160.77000427246094
1211,3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,33.0,5,,,,,White,,,,,2,Female,0,2015,4.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,67.0,Park County,6.0,,,Unverifiable information,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,206985,30,MT,Montana,60000.0,126,2637.0,1664.0,4.1599998474121085,5048.0,,96.6500015258789
1212,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,764.0,5,,,,,White,,,,,1,Male,0,2015,1.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,21.0,Dawson County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000016191,18,30,MT,Montana,60000.0,73,837.0,476.0,1.7899999618530271,1456.0,,93.70999908447266
1213,1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,50.0,5,,,,,White,,,,,1,Male,0,2015,9.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,13740.0,Billings - MT,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,0000000887,46,30,MT,Montana,66800.0,175,1186.0,948.0,15.920000076293945,3241.0,,87.04000091552734
1214,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,312.0,5,,,,,White,,,,,1,Male,0,2015,8.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,29.0,Flathead County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",32-0016270,5923,30,MT,Montana,60000.0,350,2854.0,2211.0,5.78000020980835,7094.0,,118.25
1215,6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,1.03,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,31.0,Gallatin County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000852218,391976,30,MT,Montana,60000.0,187,2755.0,1746.0,7.639999866485597,7355.0,,95.87999725341795
1216,1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,67.0,5,,,,,White,,,,,2,Female,0,2015,7.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,49.0,Lewis and Clark County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000063799,452,30,MT,Montana,60000.0,143,2884.0,2163.0,8.050000190734862,6816.0,1.84,135.50999450683594
1217,6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,9.01,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,111.0,Yellowstone County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,13740.0,Billings - MT,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0002735146,51334,30,MT,Montana,66800.0,125,1186.0,948.0,15.920000076293945,3241.0,,87.04000091552734
