,action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
1548,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,132.0,3,5.0,,,,Black or African American,White,,,,1,Male,0,2015,103.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,101.0,Ward County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,43-1965151,6721,38,ND,North Dakota,67500.0,394,2158.0,1721.0,8.310000419616701,5365.0,,111.86000061035156
1549,3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,115.0,5,,,,,White,,,,,2,Female,0,2015,405.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,17.0,Cass County,1.0,3.0,,Debt-to-income ratio,Credit history,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0002590037,19910,38,ND,North Dakota,76600.0,579,5432.0,4781.0,6.630000114440918,23686.0,,120.06999969482422
1550,3,Application denied by financial institution,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,75.0,5,,,,,White,,,,,1,Male,0,2015,101.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,35.0,Grand Forks County,4.0,,,Collateral,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,2,Home improvement,1,Conventional,24220.0,"Grand Forks - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000751656,1021,38,ND,North Dakota,74200.0,129,1203.0,699.0,12.0600004196167,3176.0,,76.62999725341797
1551,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,120.0,5,,,,,White,,,,,1,Male,0,2015,2.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,2,Home improvement,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000019581,9655,38,ND,North Dakota,76600.0,40,796.0,759.0,7.4099998474121085,3457.0,,88.0999984741211
1552,1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,146.0,5,,,,,White,,,,,1,Male,0,2015,110.01,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,15.0,Burleigh County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,3,Refinancing,1,Conventional,13900.0,Bismarck - ND,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060787,10,38,ND,North Dakota,77000.0,20,1263.0,1249.0,5.8400001525878915,4438.0,,104.08000183105469
1553,4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,350.0,5,,,,,White,,,,,1,Male,0,2015,113.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,101.0,Ward County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,814989,38,ND,North Dakota,67500.0,269,2005.0,1557.0,3.9300000667572017,4677.0,,112.2699966430664
1554,6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,9624.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,53.0,McKenzie County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),13-6131491,107394,38,ND,North Dakota,67500.0,110,849.0,605.0,7.25,1930.0,,105.87999725341795
1555,4,Application withdrawn by applicant,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,90.0,5,,,,,White,,,,,1,Male,0,2015,110.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,35.0,Grand Forks County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,24220.0,"Grand Forks - ND, MN",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000751656,1023,38,ND,North Dakota,74200.0,139,1014.0,634.0,7.21999979019165,2340.0,,75.86000061035156
1556,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,33.0,5,,,,,White,,,,,2,Female,0,2015,9709.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,77.0,Richland County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000019581,9664,38,ND,North Dakota,67500.0,25,1036.0,772.0,9.109999656677246,4027.0,,147.08999633789062
1557,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,120.0,5,,,,,White,,,,,1,Male,0,2015,111.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,15.0,Burleigh County,3.0,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,13900.0,Bismarck - ND,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,7197000003,299211,38,ND,North Dakota,77000.0,246,1111.0,1111.0,4.079999923706056,3993.0,,156.49000549316406
1558,1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",71.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2015,105.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,101.0,Ward County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),43-1965151,7051,38,ND,North Dakota,67500.0,231,2213.0,1783.0,7.9099998474121085,5691.0,,128.19999694824222
1559,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,62.0,5,,,,,White,,,,,1,Male,0,2015,9653.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,11.0,Bowman County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),13-6131491,107919,38,ND,North Dakota,67500.0,55,701.0,478.0,2.549999952316284,1296.0,,109.51000213623048
1560,4,Application withdrawn by applicant,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,63.0,5,,,,,White,,,,,2,Female,0,2015,108.01,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,35.0,Grand Forks County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,24220.0,"Grand Forks - ND, MN",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000751656,1209,38,ND,North Dakota,74200.0,99,1100.0,1081.0,12.350000381469727,4428.0,,135.61000061035156
1561,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,45.0,5,,,,,White,,,,,2,Female,0,2015,1.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,2,Home improvement,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000019581,9686,38,ND,North Dakota,76600.0,10,1923.0,1858.0,3.740000009536743,5162.0,,136.50999450683594
1562,6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,9525.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,9.0,Bottineau County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000504713,278886,38,ND,North Dakota,67500.0,142,1060.0,688.0,4.78000020980835,1861.0,,120.56999969482422
1563,1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",69.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2015,405.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,43-1965151,7458,38,ND,North Dakota,76600.0,196,5432.0,4781.0,6.630000114440918,23686.0,,120.06999969482422
1564,4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,44.0,5,,,,,White,,,,,1,Male,0,2015,9683.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,3.0,Barnes County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0002590037,20586,38,ND,North Dakota,67500.0,159,1326.0,977.0,4.059999942779541,3624.0,,102.87000274658205
1565,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,90.0,5,,,,,White,,,,,2,Female,0,2015,404.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,17.0,Cass County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0002590037,29598,38,ND,North Dakota,76600.0,170,1258.0,1154.0,3.380000114440918,3576.0,,124.23999786376952
1566,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,136.0,5,,,,,White,,,,,1,Male,0,2015,5.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,2,Home improvement,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000019581,9712,38,ND,North Dakota,76600.0,60,1286.0,872.0,10.25,3717.0,,94.16999816894531
1567,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,136.0,5,,,,,White,,,,,1,Male,0,2015,9535.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,105.0,Williams County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),26-1749578,12,38,ND,North Dakota,67500.0,426,863.0,565.0,24.11000061035156,1676.0,,115.1999969482422
1568,2,Application approved but not accepted,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,77.0,5,,,,,White,,,,,1,Male,0,2015,111.0,1,Hispanic or Latino,1,,,,,American Indian or Alaska Native,,,,,2,Female,35.0,Grand Forks County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,24220.0,"Grand Forks - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,7197000003,445645,38,ND,North Dakota,74200.0,69,1753.0,1638.0,3.75,4617.0,,166.47999572753906
1569,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,40.0,5,,,,,White,,,,,2,Female,0,2015,5.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,13-6131491,108546,38,ND,North Dakota,76600.0,107,1286.0,872.0,10.25,3717.0,,94.16999816894531
1570,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,52.0,5,,,,,White,,,,,1,Male,0,2015,405.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),13-6131491,117308,38,ND,North Dakota,76600.0,144,5432.0,4781.0,6.630000114440918,23686.0,,120.06999969482422
1571,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,36.0,5,,,,,White,,,,,1,Male,0,2015,9710.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,77.0,Richland County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,2,Home improvement,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000019581,9720,38,ND,North Dakota,67500.0,14,1316.0,990.0,7.730000019073486,3814.0,,107.77999877929688
1572,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,316.0,5,,,,,White,,,,,1,Male,0,2015,9600.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103.0,Wells County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,892015,38,ND,North Dakota,67500.0,250,1465.0,936.0,0.959999978542328,2384.0,,88.1500015258789
1573,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,141.0,5,,,,,White,,,,,1,Male,0,2015,9701.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,97.0,Traill County,4.0,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,7197000003,428308,38,ND,North Dakota,67500.0,267,1082.0,856.0,3.809999942779541,2412.0,,118.2300033569336
1574,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,86.0,5,,,,,White,,,,,1,Male,0,2015,112.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,35.0,Grand Forks County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,24220.0,"Grand Forks - ND, MN",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000546571,10267,38,ND,North Dakota,74200.0,165,1850.0,1469.0,9.81999969482422,6231.0,,115.13999938964844
1575,4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",98.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2015,104.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,101.0,Ward County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,68-0309242,8918,38,ND,North Dakota,67500.0,243,2187.0,1581.0,11.84000015258789,6394.0,,95.37000274658205
1576,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,76.0,5,,,,,White,,,,,2,Female,0,2015,405.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,3,Refinancing,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000019581,9729,38,ND,North Dakota,76600.0,18,5432.0,4781.0,6.630000114440918,23686.0,,120.06999969482422
1577,3,Application denied by financial institution,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,82.0,5,,,,,White,,,,,1,Male,0,2015,9612.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,65.0,Oliver County,7.0,,,Credit application incomplete,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,13900.0,Bismarck - ND,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000020214,344,38,ND,North Dakota,77000.0,162,873.0,654.0,3.470000028610229,1846.0,,111.73999786376952
1578,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,60.0,5,,,,,White,,,,,1,Male,0,2015,9535.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,105.0,Williams County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,43-1965151,8016,38,ND,North Dakota,67500.0,339,863.0,565.0,24.11000061035156,1676.0,,115.1999969482422
1579,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,142.0,5,,,,,White,,,,,2,Female,0,2015,405.0,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),13-6131491,109068,38,ND,North Dakota,76600.0,415,5432.0,4781.0,6.630000114440918,23686.0,,120.06999969482422
1580,1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,32.0,5,,,,,White,,,,,2,Female,0,2015,112.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,35.0,Grand Forks County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,24220.0,"Grand Forks - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,182438,38,ND,North Dakota,74200.0,121,1850.0,1469.0,9.81999969482422,6231.0,,115.13999938964844
1581,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,120.0,5,,,,,White,,,,,1,Male,0,2015,102.04,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,1,Home purchase,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000019581,9734,38,ND,North Dakota,76600.0,64,1754.0,1452.0,10.989999771118164,6035.0,,105.5500030517578
1582,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,110.0,5,,,,,White,,,,,1,Male,0,2015,9679.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,3.0,Barnes County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000009123,825,38,ND,North Dakota,67500.0,216,962.0,621.0,2.1199998855590816,1695.0,,110.47000122070312
1583,1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,118.0,5,,,,,White,,,,,1,Male,0,2015,9622.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,25.0,Dunn County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,0000256553,524,38,ND,North Dakota,67500.0,195,2039.0,1119.0,15.609999656677244,3536.0,,111.13999938964844
1584,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,129.0,5,,,,,White,,,,,1,Male,0,2015,405.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),13-6131491,110197,38,ND,North Dakota,76600.0,338,5432.0,4781.0,6.630000114440918,23686.0,,120.06999969482422
1585,3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,1,Hispanic or Latino,90.0,1,,,,,American Indian or Alaska Native,,,,,2,Female,0,2015,9408.0,2,Not Hispanic or Latino,1,,,,,American Indian or Alaska Native,,,,,1,Male,85.0,Sioux County,3.0,1.0,,Credit history,Debt-to-income ratio,,,,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,13900.0,Bismarck - ND,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,0000451965,1184455,38,ND,North Dakota,77000.0,7,565.0,290.0,76.25,1575.0,,49.11999893188477
1586,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,76.0,5,,,,,White,,,,,1,Male,0,2015,404.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,2,Secured by a subordinate lien,2,Home improvement,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000019581,9736,38,ND,North Dakota,76600.0,20,1258.0,1154.0,3.380000114440918,3576.0,,124.23999786376952
1587,1,Loan originated,1,OCC,Office of the Comptroller of the Currency,2,Not Hispanic or Latino,34.0,5,,,,,White,,,,,1,Male,0,2015,117.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,35.0,Grand Forks County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,24220.0,"Grand Forks - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000005737,80,38,ND,North Dakota,74200.0,82,2056.0,1674.0,7.920000076293945,5882.0,,115.08000183105469
1588,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,114.0,5,,,,,White,,,,,1,Male,0,2015,9674.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,93.0,Stutsman County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),7197000003,427121,38,ND,North Dakota,67500.0,98,1920.0,1326.0,5.389999866485597,5672.0,,104.33000183105469
1589,6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,405.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,17.0,Cass County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,22020.0,"Fargo - ND, MN",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),13-6131491,110335,38,ND,North Dakota,76600.0,400,5432.0,4781.0,6.630000114440918,23686.0,,120.06999969482422
