,action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
160,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,53.0,5,,,,,White,,,,,1,Male,0,2015,9402.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,13,Fremont County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",20-1091645,1537,56,WY,Wyoming,71500.0,255,1459.0,1045.0,65.08999633789061,4832.0,,84.68000030517578
161,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,50.0,5,,,,,White,,,,,1,Male,0,2015,13.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,1983,56,WY,Wyoming,72000.0,215,2741.0,1991.0,13.890000343322756,7079.0,,119.80999755859376
162,1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,70.0,5,,,,,White,,,,,2,Female,0,2015,5.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,33,Sheridan County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,0000659855,6236,56,WY,Wyoming,71500.0,223,3470.0,2341.0,3.6800000667572017,6541.0,,111.3499984741211
163,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,67.0,5,,,,,White,,,,,1,Male,0,2015,6.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),83-0171636,2382,56,WY,Wyoming,75500.0,220,3156.0,2136.0,13.239999771118164,7335.0,,86.69999694824219
164,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,100.0,5,,,,,White,,,,,1,Male,0,2015,2.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,43,Washakie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",20-1091645,1501,56,WY,Wyoming,71500.0,204,1401.0,901.0,11.640000343322756,3326.0,,94.6500015258789
165,6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,9709.03,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,37,Sweetwater County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,423280,56,WY,Wyoming,71500.0,294,901.0,556.0,27.559999465942386,2841.0,,85.25
166,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,35.0,5,,,,,White,,,,,2,Female,0,2015,7.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,1989,56,WY,Wyoming,75500.0,95,1371.0,611.0,11.649999618530273,2773.0,,87.3499984741211
167,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,55.0,5,,,,,White,,,,,1,Male,0,2015,7.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,5,Campbell County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,7,"Life insurance company, credit union, mortgage bank, or finance company",20-1091645,1441,56,WY,Wyoming,71500.0,147,2935.0,2497.0,9.800000190734863,8828.0,,115.22000122070312
168,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,78.0,5,,,,,White,,,,,2,Female,0,2015,9677.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,7,Carbon County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2412,56,WY,Wyoming,71500.0,209,1458.0,1042.0,29.15999984741211,4413.0,,97.0500030517578
169,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,57.0,5,,,,,White,,,,,2,Female,0,2015,5.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,5,Campbell County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000002232,181,56,WY,Wyoming,71500.0,235,2210.0,1876.0,9.15999984741211,6365.0,,156.10000610351562
170,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,75.0,5,,,,,White,,,,,1,Male,0,2015,7.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,5,Campbell County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,7,"Life insurance company, credit union, mortgage bank, or finance company",20-1091645,1512,56,WY,Wyoming,71500.0,204,2935.0,2497.0,9.800000190734863,8828.0,,115.22000122070312
171,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,63.0,5,,,,,White,,,,,1,Male,0,2015,5.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2087,56,WY,Wyoming,75500.0,276,991.0,755.0,12.68000030517578,2776.0,,86.76000213623047
172,6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,1.01,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,35,Sublette County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),22-3039688,180713,56,WY,Wyoming,71500.0,226,1941.0,1025.0,10.970000267028807,4321.0,,109.62999725341795
173,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,75.0,5,,,,,White,,,,,1,Male,0,2015,2.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2446,56,WY,Wyoming,72000.0,130,2118.0,908.0,38.66999816894531,4588.0,,75.95999908447266
174,5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",47.0,5,,,,,White,,,,,2,Female,0,2015,9712.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,37,Sweetwater County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,34471,56,WY,Wyoming,71500.0,41,1179.0,868.0,12.960000038146973,2524.0,,130.77000427246094
175,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,85.0,5,,,,,White,,,,,2,Female,0,2015,9753.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,41,Uinta County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000030788,5939,56,WY,Wyoming,71500.0,338,2470.0,1771.0,13.539999961853027,7761.0,,101.86000061035156
176,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,84.0,5,,,,,White,,,,,1,Male,0,2015,11.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2092,56,WY,Wyoming,75500.0,255,1073.0,611.0,10.100000381469727,2425.0,,68.45999908447266
177,1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",159.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2015,9565.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,9,Converse County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),7197000003,329323,56,WY,Wyoming,71500.0,391,926.0,661.0,10.220000267028807,2807.0,,109.29000091552734
178,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,51.0,5,,,,,White,,,,,1,Male,0,2015,9677.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,7,Carbon County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2476,56,WY,Wyoming,71500.0,224,1458.0,1042.0,29.15999984741211,4413.0,,97.0500030517578
179,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,58.0,5,,,,,White,,,,,1,Male,0,2015,9579.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,15,Goshen County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,0000002232,452,56,WY,Wyoming,71500.0,101,1846.0,1335.0,11.989999771118164,4861.0,,89.16000366210938
180,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,72.0,5,,,,,White,,,,,1,Male,0,2015,9653.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,29,Park County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000002232,342,56,WY,Wyoming,71500.0,245,3621.0,1949.0,4.639999866485597,7155.0,,100.52999877929688
181,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,34.0,5,,,,,White,,,,,1,Male,0,2015,4.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2096,56,WY,Wyoming,75500.0,137,1810.0,1425.0,13.5,4185.0,,72.31999969482422
182,6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,79.0,5,,,,,White,,,,,1,Male,2,2015,4.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,3,VA-guaranteed,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,535075,56,WY,Wyoming,75500.0,150,1810.0,1425.0,13.5,4185.0,,72.31999969482422
183,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,38.0,5,,,,,White,,,,,1,Male,0,2015,4.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2484,56,WY,Wyoming,75500.0,157,1810.0,1425.0,13.5,4185.0,,72.31999969482422
184,3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,26.0,5,,,,,White,,,,,2,Female,0,2015,9781.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,23,Lincoln County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,7162800002,12558,56,WY,Wyoming,71500.0,57,2475.0,1539.0,4.570000171661377,5777.0,,97.5
185,4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,72.0,5,,,,,White,,,,,1,Male,0,2015,1.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,5,Campbell County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,2,Manufactured housing,0,Loan was not originated or was not sold in calendar year covered by register,20-1091645,1435,56,WY,Wyoming,71500.0,274,2579.0,2063.0,8.119999885559082,8924.0,,135.58999633789062
186,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,59.0,5,,,,,White,,,,,1,Male,0,2015,13.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2159,56,WY,Wyoming,72000.0,225,2741.0,1991.0,13.890000343322756,7079.0,,119.80999755859376
187,6,Loan purchased by the institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,41.0,5,,,,,White,,,,,2,Female,2,2015,9655.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,29,Park County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),73-1577221,17189,56,WY,Wyoming,71500.0,76,1953.0,1231.0,5.170000076293945,4024.0,,85.38999938964844
188,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,38.0,3,,,,,Black or African American,,,,,1,Male,0,2015,2.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2533,56,WY,Wyoming,72000.0,131,2118.0,908.0,38.66999816894531,4588.0,,75.95999908447266
189,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,54.0,5,,,,,White,,,,,2,Female,0,2015,9706.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,37,Sweetwater County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",20-1091645,1554,56,WY,Wyoming,71500.0,214,1471.0,1094.0,23.020000457763672,4675.0,,83.66999816894531
190,1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2015,9651.0,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,29,Park County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,87-0630553,547,56,WY,Wyoming,71500.0,269,1999.0,1586.0,8.260000228881836,4999.0,,99.43000030517578
191,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,50.0,5,,,,,White,,,,,2,Female,0,2015,2.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2268,56,WY,Wyoming,72000.0,131,2118.0,908.0,38.66999816894531,4588.0,,75.95999908447266
192,6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2015,9567.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,9,Converse County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000852218,409753,56,WY,Wyoming,71500.0,174,1121.0,729.0,8.029999732971191,2853.0,,100.02999877929688
193,1,Loan originated,7,HUD,Department of Housing and Urban Development,1,Hispanic or Latino,65.0,5,,,,,White,,,,,1,Male,0,2015,20.0,1,Hispanic or Latino,5,,,,,White,,,,,2,Female,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2540,56,WY,Wyoming,72000.0,145,2518.0,1848.0,10.770000457763672,7130.0,,103.98999786376952
194,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,65.0,5,,,,,White,,,,,1,Male,0,2015,2.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,5,Campbell County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",20-1091645,1390,56,WY,Wyoming,71500.0,231,2109.0,1763.0,9.9399995803833,6441.0,,118.6999969482422
195,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,60.0,5,,,,,White,,,,,1,Male,0,2015,9629.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,1,Albany County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,0000031966,23,56,WY,Wyoming,71500.0,96,1042.0,604.0,29.90999984741211,1809.0,,77.51000213623047
196,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,60.0,5,,,,,White,,,,,1,Male,0,2015,4.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2271,56,WY,Wyoming,72000.0,224,2279.0,1532.0,27.059999465942386,5108.0,,65.01000213623047
197,1,Loan originated,2,FRS,Federal Reserve System,2,Not Hispanic or Latino,53.0,5,,,,,White,,,,,1,Male,0,2015,18.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",0003412417,251,56,WY,Wyoming,75500.0,289,2215.0,1207.0,6.360000133514403,4136.0,,143.3699951171875
198,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,54.0,5,,,,,White,,,,,1,Male,0,2015,6.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2563,56,WY,Wyoming,72000.0,166,2624.0,1547.0,20.88999938964844,5968.0,,88.12999725341797
199,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,42.0,5,,,,,White,,,,,1,Male,0,2015,7.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,5,Campbell County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",20-1091645,1362,56,WY,Wyoming,71500.0,150,2935.0,2497.0,9.800000190734863,8828.0,,115.22000122070312
200,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,48.0,5,,,,,White,,,,,1,Male,0,2015,9678.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,7,Carbon County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),7197000003,365831,56,WY,Wyoming,71500.0,134,1882.0,1253.0,27.649999618530273,4326.0,,112.5999984741211
201,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,105.0,5,,,,,White,,,,,1,Male,0,2015,16.02,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,25,Natrona County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,16220.0,Casper - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2281,56,WY,Wyoming,75500.0,364,2094.0,1511.0,11.920000076293945,5596.0,,117.16000366210938
202,1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,130.0,5,,,,,White,,,,,1,Male,0,2015,9707.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,37,Sweetwater County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),7197000003,51936,56,WY,Wyoming,71500.0,269,1302.0,1121.0,11.380000114440918,3709.0,,132.8800048828125
203,1,Loan originated,7,HUD,Department of Housing and Urban Development,1,Hispanic or Latino,71.0,5,,,,,White,,,,,1,Male,0,2015,13.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,21,Laramie County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,16940.0,Cheyenne - WY,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),9,Other type of purchaser,83-0171636,2629,56,WY,Wyoming,72000.0,201,2741.0,1991.0,13.890000343322756,7079.0,,119.80999755859376
204,1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,67.0,5,,,,,White,,,,,1,Male,0,2015,9653.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,29,Park County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",0000002232,637,56,WY,Wyoming,71500.0,255,3621.0,1949.0,4.639999866485597,7155.0,,100.52999877929688
